ds,y
2020-05-27,25.872955159619252
2020-05-28,25.867419227275665
2020-05-29,25.86023331202496
2020-05-30,25.851440482385687
2020-05-31,25.841084285659605
2020-06-01,25.829208734956694
2020-06-02,25.81585829608138
2020-06-03,25.801077874283845
2020-06-04,25.78491280088041
2020-06-05,25.76740881974701
2020-06-06,25.748612073689724
2020-06-07,25.728569090696382
2020-06-08,25.707326770073536
2020-06-09,25.684932368472655
2020-06-10,25.661433485809976
2020-06-11,25.63687805108396
2020-06-12,25.611314308094798
2020-06-13,25.584790801070056
2020-06-14,25.557356360200846
2020-06-15,25.52906008709274
2020-06-16,25.499951340135915
2020-06-17,25.47007971979866
2020-06-18,25.43949505384886
2020-06-19,25.408247382507724
2020-06-20,25.37638694354016
2020-06-21,25.34396415728639
2020-06-22,25.31102961163908
2020-06-23,25.277634046970586
2020-06-24,25.24382834101477
2020-06-25,25.209663493707883
2020-06-26,25.175190611993006
2020-06-27,25.140460894592703
2020-06-28,25.105525616754186
2020-06-29,25.07043611497181
2020-06-30,25.035243771691253
2020-07-01,25.000000000000004
2020-07-02,24.964756228308758
2020-07-03,24.929563885028198
2020-07-04,24.894474383245825
2020-07-05,24.859539105407304
2020-07-06,24.824809388006997
2020-07-07,24.790336506292125
2020-07-08,24.756171658985235
2020-07-09,24.72236595302942
2020-07-10,24.688970388360925
2020-07-11,24.65603584271362
2020-07-12,24.62361305645985
2020-07-13,24.591752617492286
2020-07-14,24.560504946151145
2020-07-15,24.529920280201353
2020-07-16,24.500048659864092
2020-07-17,24.470939912907266
2020-07-18,24.442643639799158
2020-07-19,24.415209198929947
2020-07-20,24.388685691905206
2020-07-21,24.363121948916046
2020-07-22,24.33856651419003
2020-07-23,24.315067631527352
2020-07-24,24.292673229926475
2020-07-25,24.271430909303625
2020-07-26,24.25138792631029
2020-07-27,24.232591180252992
2020-07-28,24.2150871991196
2020-07-29,24.198922125716166
2020-07-30,24.184141703918623
2020-07-31,24.170791265043313
2020-08-01,24.158915714340402
2020-08-02,24.148559517614316
2020-08-03,24.139766687975047
2020-08-04,24.132580772724342
2020-08-05,24.127044840380755
2020-08-06,24.123201467847245
2020-08-07,24.121092727725333
2020-08-08,24.1207601757795
2020-08-09,24.122244838555527
2020-08-10,24.125587201156605
2020-08-11,24.130827195180693
2020-08-12,24.138004186822826
2020-08-13,24.147156965145868
2020-08-14,24.15832373052328
2020-08-15,24.17154208325719
2020-08-16,24.18684901237536
2020-08-17,24.204280884610196
2020-08-18,24.223873433563227
2020-08-19,24.245661749058225
2020-08-20,24.269680266686088
2020-08-21,24.295962757544714
2020-08-22,24.32454231817685
2020-08-23,24.355451360708877
2020-08-24,24.388721603193602
2020-08-25,24.42438406015973
2020-08-26,24.46246903337113
2020-08-27,24.503006102798274
2020-08-28,24.546024117804855
2020-08-29,24.591551188552096
2020-08-30,24.639614677623243
2020-08-31,24.69024119187082
2020-09-01,24.7434565744891
2020-09-02,24.799285897314057
2020-09-03,24.857753453353162
2020-09-04,24.91888274954724
2020-09-05,24.982696499766526
2020-09-06,25.049216618043047
2020-09-07,25.11846421204124
2020-09-08,25.190459576768955
2020-09-09,25.265222188530473
2020-09-10,25.34277069912349
2020-09-11,25.42312293028183
2020-09-12,25.50629586836539
2020-09-13,25.59230565929901
2020-09-14,25.6811676037618
2020-09-15,25.77289615262825
2020-09-16,25.86750490266256
2020-09-17,25.96500659246748
2020-09-18,26.065413098688808
2020-09-19,26.16873543247669
2020-09-20,26.274983736204888
2020-09-21,26.384167280448807
2020-09-22,26.496294461223272
2020-09-23,26.611372797481
2020-09-24,26.729408928872253
2020-09-25,26.850408613766554
2020-09-26,26.974376727536978
2020-09-27,27.101317261107525
2020-09-28,27.231233319764026
2020-09-29,27.364127122228872
2020-09-30,27.5
2020-10-01,27.63885239695415
2020-10-02,27.78068386921457
2020-10-03,27.92549308528335
2020-10-04,28.07327782643808
2020-10-05,28.224034987392926
2020-10-06,28.377760577223896
2020-10-07,28.534449720557927
2020-10-08,28.69409665902547
2020-10-09,28.856694752976274
2020-10-10,29.02223648345764
2020-10-11,29.19071345445471
2020-10-12,29.3621163953921
2020-10-13,29.536435163896055
2020-10-14,29.713658748816407
2020-10-15,29.893775273507366
2020-10-16,30.0767719993662
2020-10-17,30.26263532962868
2020-10-18,30.451350813420333
2020-10-19,30.642903150062054
2020-10-20,30.837276193628988
2020-10-21,31.03445295776124
2020-10-22,31.234415620724995
2020-10-23,31.43714553072256
2020-10-24,31.64262321144963
2020-10-25,31.850828367898394
2020-10-26,32.06173989240438
2020-10-27,32.27533587093558
2020-10-28,32.49159358962174
2020-10-29,32.710489541522065
2020-10-30,32.93199943362906
2020-10-31,33.15609819410675
2020-11-01,33.38275997976089
2020-11-02,33.61195818373892
2020-11-03,33.84366544345761
2020-11-04,34.07785364875575
2020-11-05,34.31449395026962
2020-11-06,34.553556768028756
2020-11-07,34.79501180026932
2020-11-08,35.03882803246256
2020-11-09,35.2849737465557
2020-11-10,35.53341653042234
2020-11-11,35.78412328751976
2020-11-12,36.03706024675004
2020-11-13,36.29219297252229
2020-11-14,36.54948637501272
2020-11-15,36.80890472061983
2020-11-16,37.070411642611184
2020-11-17,37.33397015195905
2020-11-18,37.59954264836128
2020-11-19,37.86709093144442
2020-11-20,38.13657621214562
2020-11-21,38.40795912426981
2020-11-22,38.68119973621905
2020-11-23,38.956257562890166
2020-11-24,39.233091577737355
2020-11-25,39.511660224996135
2020-11-26,39.791921432065
2020-11-27,40.073832622040975
2020-11-28,40.35735072640553
2020-11-29,40.64243219785689
2020-11-30,40.929033023285065
2020-12-01,41.21710873688565
2020-12-02,41.50661443340847
2020-12-03,41.797504781537185
2020-12-04,42.08973403739585
2020-12-05,42.38325605817842
2020-12-06,42.67802431589703
2020-12-07,42.97399191124516
2020-12-08,43.27111158757131
2020-12-09,43.56933574495926
2020-12-10,43.86861645441054
2020-12-11,44.16890547212499
2020-12-12,44.470154253875
2020-12-13,44.77231396946949
2020-12-14,45.07533551730286
2020-12-15,45.37916953898497
2020-12-16,45.6837664340475
2020-12-17,45.98907637472257
2020-12-18,46.29504932078899
2020-12-19,46.601635034481816
2020-12-20,46.90878309546087
2020-12-21,47.216442915833454
2020-12-22,47.52456375522722
2020-12-23,47.833094735908304
2020-12-24,48.14198485794048
2020-12-25,48.451183014380625
2020-12-26,48.7606380065062
2020-12-27,49.07029855907
2020-12-28,49.38011333557764
2020-12-29,49.69003095358348
2020-12-30,50.0
